number,region,comps_attended,sigs_attended,worlds_qual,trueskill,trueskill_ranking,opr,dpr,ccwm,ap_per_match,awp_per_match,wp_per_match,drive_score,auto_score
1082R,Texas,9,2,True,26.0,118.0,19.4,11.0,8.3,3.7,0.29,1.8,54.0,46.0
1082S,Texas,9,2,True,22.2,1468.0,13.8,12.8,1.0,2.7,0.09,1.3,46.0,38.0
1082T,Texas,6,0,False,20.7,2629.0,7.5,9.0,-1.5,3.2,0.08,1.3,43.0,17.0
2025A,Texas,6,0,False,21.2,2203.0,8.7,6.1,2.7,4.4,0.03,1.3,45.0,17.0
2025C,Texas,6,0,False,23.0,986.0,12.1,8.0,4.1,2.5,0.0,1.4,39.0,15.0
2025D,Texas,9,1,True,25.7,155.0,18.5,5.3,13.2,4.1,0.11,1.9,52.0,39.0
2129C,Texas,5,1,True,24.9,312.0,19.3,7.7,11.7,3.8,0.12,1.8,56.0,38.0
3160X,Texas,4,0,False,22.8,1104.0,16.2,5.5,10.7,4.0,0.17,1.6,36.0,8.0
5408X,Texas,5,0,False,21.5,1966.0,9.9,8.4,1.4,3.1,0.0,1.2,35.0,16.0
7110A,Texas,9,1,True,22.7,1176.0,15.0,12.0,3.0,3.9,0.33,1.6,50.0,38.0
7110B,Texas,6,0,False,19.8,3501.0,9.8,14.3,-4.5,3.2,0.16,0.9,38.0,23.0
7110H,Texas,8,0,True,23.9,611.0,14.1,9.4,4.7,3.9,0.17,1.5,49.0,45.0
7110X,Texas,7,0,True,19.8,3501.0,9.1,12.7,-3.7,2.4,0.03,1.0,50.0,31.0
9871E,Texas,4,0,False,21.1,2288.0,5.3,10.6,-5.2,3.1,0.03,1.1,26.0,8.0
9871M,Texas,4,0,False,20.7,2629.0,6.2,9.7,-3.6,2.5,0.0,1.0,26.0,8.0
11775A,Texas,7,0,False,24.2,511.0,13.8,6.3,7.5,3.0,0.07,1.4,40.0,20.0
17505B,Texas,7,0,True,19.8,3501.0,8.6,11.6,-3.0,2.7,0.11,1.1,35.0,10.0
22204K,Texas,5,0,False,20.2,3106.0,11.3,10.2,1.1,3.5,0.29,1.5,39.0,14.0
22204M,Texas,6,0,False,19.8,3501.0,8.1,15.2,-7.1,2.4,0.08,0.9,36.0,11.0
22204V,Texas,8,0,True,23.1,942.0,15.3,10.6,4.6,3.8,0.16,1.4,38.0,24.0
42368B,Texas,9,0,False,24.4,446.0,14.0,5.1,8.9,4.5,0.03,1.6,38.0,21.0
42368D,Texas,7,0,False,20.7,2629.0,7.1,6.6,0.5,3.1,0.02,1.2,33.0,0.0
46167C,Texas,4,0,False,17.6,5826.0,5.2,6.8,-1.6,2.4,0.0,1.0,22.0,11.0
74559A,Texas,7,0,True,23.6,730.0,15.2,10.8,4.4,3.2,0.12,1.3,49.0,29.0
74559D,Texas,5,0,False,20.7,2629.0,8.0,10.7,-2.7,2.4,0.0,1.0,25.0,8.0
75019A,Texas,3,0,False,18.9,4403.0,10.8,10.2,0.6,2.6,0.07,0.8,23.0,11.0
75019H,Texas,3,0,False,19.3,3976.0,11.4,9.0,2.4,2.8,0.14,1.5,38.0,23.0
75409A,Texas,5,0,False,22.6,1250.0,13.2,9.0,4.2,2.6,0.03,1.2,28.0,16.0
76058A,Texas,7,0,False,22.1,1546.0,9.7,9.7,0.0,3.1,0.06,1.1,38.0,5.0
76427A,Texas,8,0,False,22.1,1546.0,9.6,7.8,1.8,3.2,0.0,1.1,25.0,6.0
76427B,Texas,8,0,False,21.7,1822.0,9.0,6.7,2.3,3.3,0.02,1.0,39.0,5.0
87867C,Texas,9,1,True,26.2,96.0,18.2,8.1,10.1,4.0,0.25,1.9,58.0,42.0
87867D,Texas,9,0,True,25.2,240.0,16.2,6.2,10.0,4.3,0.16,1.7,48.0,33.0
88847A,Texas,6,0,False,23.7,695.0,11.4,7.1,4.3,3.3,0.07,1.5,44.0,3.0
92168A,Texas,7,0,False,19.2,4071.0,9.7,8.8,0.9,2.6,0.0,1.0,36.0,24.0
99966A,Texas,4,0,False,18.3,5032.0,12.6,14.0,-1.4,1.8,0.0,0.6,41.0,13.0
3028Y,Texas,4,0,True,19.8,3501.0,13.1,8.8,4.2,2.2,0.05,1.2,35.0,20.0
32410H,Texas,2,0,False,14.8,8669.0,4.0,7.4,-3.4,2.2,0.0,1.1,18.0,0.0
75442A,Texas,4,0,True,21.5,1966.0,3.0,1.7,1.3,2.3,0.0,1.3,26.0,0.0
75442B,Texas,3,0,False,15.7,7812.0,-0.4,6.3,-6.7,1.8,0.0,0.4,5.0,0.0
75442E,Texas,4,0,True,20.6,2734.0,5.5,4.0,1.6,2.4,0.04,1.1,16.0,3.0
75442W,Texas,3,0,False,18.5,4820.0,1.2,5.0,-3.8,2.5,0.0,0.9,5.0,0.0
216B,Michigan,7,0,False,19.4,3876.0,1.3,6.9,-5.6,2.1,0.02,0.7,20.0,10.0
3333N,Michigan,6,0,False,21.2,2203.0,10.1,11.4,-1.3,2.3,0.0,0.9,26.0,8.0
3547K,Michigan,7,2,False,19.9,3397.0,7.0,9.9,-2.9,3.6,0.17,1.2,27.0,17.0
15155C,Michigan,6,0,False,21.4,2059.0,9.4,5.0,4.4,3.5,0.15,1.5,31.0,11.0
15155D,Michigan,6,0,False,19.2,4071.0,3.3,8.9,-5.6,2.5,0.08,0.8,23.0,0.0
15155E,Michigan,7,0,True,23.9,611.0,15.5,4.7,10.9,4.7,0.15,1.7,49.0,31.0
3116C,United Kingdom,3,0,False,21.2,2203.0,10.2,4.6,5.6,4.3,0.06,1.5,23.0,0.0
3116X,United Kingdom,7,0,False,18.4,4926.0,2.7,9.7,-7.0,2.6,0.0,0.8,20.0,0.0
6023J,United Kingdom,6,0,False,14.7,8742.0,2.3,11.9,-9.6,1.8,0.0,0.4,3.0,0.0
6493B,United Kingdom,8,0,False,21.7,1822.0,9.3,7.0,2.3,3.0,0.02,1.2,18.0,3.0
10042F,United Kingdom,9,0,False,20.1,3207.0,8.0,8.6,-0.6,2.7,0.0,1.0,23.0,0.0
10478D,United Kingdom,5,0,False,17.5,5947.0,1.6,7.1,-5.5,2.4,0.0,0.7,10.0,0.0
20785B,United Kingdom,8,0,False,18.5,4820.0,6.3,6.1,0.2,2.5,0.02,1.0,31.0,12.0
40129A,United Kingdom,5,0,False,19.5,3781.0,9.9,9.3,0.6,2.7,0.03,1.3,33.0,13.0
54732B,United Kingdom,4,0,False,21.0,2371.0,11.2,6.0,5.2,3.7,0.0,1.3,23.0,8.0
78116A,United Kingdom,5,0,True,24.6,390.0,16.5,6.4,10.1,3.8,0.0,1.7,43.0,26.0
78116B,United Kingdom,4,0,False,16.7,6828.0,5.6,11.6,-6.0,3.1,0.0,0.7,32.0,11.0
78542B,United Kingdom,3,0,False,16.2,7317.0,3.1,14.9,-11.8,1.2,0.0,0.4,5.0,0.0
45009S,Texas,5,0,True,17.6,5826.0,3.5,7.9,-4.5,2.3,0.0,1.2,12.0,0.0
6588A,Arizona,4,0,False,17.1,6385.0,2.9,9.2,-6.2,2.6,0.0,0.9,20.0,0.0
917B,Washington,8,0,True,21.8,1761.0,11.4,8.7,2.7,4.1,0.16,1.6,47.0,40.0
938D,Washington,5,0,False,18.7,4605.0,5.9,7.3,-1.4,3.2,0.05,1.1,32.0,18.0
7784G,Washington,3,0,False,16.9,6599.0,2.2,11.0,-8.9,1.9,0.0,0.4,23.0,3.0
7784H,Washington,4,0,False,16.4,7127.0,2.8,12.4,-9.6,1.9,0.0,0.4,18.0,5.0
7784K,Washington,6,0,False,21.3,2133.0,8.1,7.0,1.2,3.1,0.02,1.1,28.0,8.0
7784S,Washington,5,0,False,21.0,2371.0,5.5,7.4,-1.9,2.6,0.03,0.9,40.0,3.0
7784T,Washington,4,0,False,18.6,4715.0,5.0,11.0,-6.0,2.7,0.0,1.0,29.0,5.0
10955M,Washington,8,0,False,21.8,1761.0,16.5,8.0,8.5,3.2,0.1,1.5,49.0,3.0
727B,Florida,3,0,False,15.4,8109.0,4.7,5.2,-0.5,3.1,0.0,1.0,29.0,11.0
1737K,Kazakhstan,2,0,False,18.6,4715.0,12.3,12.8,-0.5,3.3,0.06,1.3,39.0,13.0
1737R,Kazakhstan,3,0,False,19.6,3703.0,13.0,10.1,2.9,3.1,0.1,1.2,45.0,45.0
1737V,Kazakhstan,2,0,False,20.5,2838.0,17.1,7.2,9.9,5.2,0.0,1.8,37.0,26.0
1737W,Kazakhstan,2,0,False,22.0,1618.0,15.7,5.5,10.2,4.2,0.22,1.7,53.0,36.0
1737X,Kazakhstan,3,0,False,13.5,9614.0,-0.8,19.0,-19.8,1.8,0.0,0.2,12.0,0.0
1737Z,Kazakhstan,2,1,False,13.1,9863.0,14.4,12.0,2.4,2.1,0.06,0.7,41.0,0.0
2448K,Kazakhstan,3,0,False,16.8,6719.0,8.2,5.7,2.5,4.0,0.0,1.2,31.0,23.0
2745C,Kazakhstan,4,0,True,21.1,2288.0,14.4,11.2,3.2,2.7,0.16,1.5,48.0,43.0
17297F,Kazakhstan,2,0,False,16.5,7030.0,7.9,14.7,-6.7,2.5,0.0,0.9,26.0,26.0
1902B,California,3,0,False,16.8,6719.0,4.0,6.3,-2.3,3.1,0.05,1.0,20.0,0.0
1902G,California,4,0,False,18.1,5246.0,5.1,8.2,-3.1,1.7,0.0,0.8,20.0,0.0
1902P,California,3,0,False,7.6,11688.0,1.0,8.2,-7.2,1.7,0.0,0.6,5.0,0.0
1902S,California,5,0,False,19.2,4071.0,8.4,4.7,3.7,3.8,0.0,1.4,25.0,0.0
1902Z,California,4,0,False,18.9,4403.0,4.6,9.5,-4.9,2.3,0.0,0.8,12.0,0.0
9328Y,California,4,0,False,20.0,3301.0,6.2,8.0,-1.7,3.0,0.08,1.1,27.0,0.0
12500B,California,4,0,False,17.4,6052.0,6.1,9.5,-3.4,1.7,0.04,0.8,19.0,0.0
12500G,California,4,0,False,15.3,8218.0,3.8,8.6,-4.8,2.1,0.04,0.9,6.0,0.0
20132B,California,9,2,True,23.8,654.0,16.5,7.8,8.7,3.9,0.16,1.6,56.0,15.0
20132C,California,6,1,False,20.7,2629.0,9.5,8.5,1.0,1.8,0.03,1.0,33.0,0.0
20132D,California,3,0,False,17.6,5826.0,8.2,6.9,1.2,3.1,0.0,1.0,25.0,0.0
22906A,California,3,0,False,17.1,6385.0,8.7,7.0,1.7,3.0,0.08,1.1,26.0,0.0
29760A,California,6,0,True,24.5,413.0,20.1,4.2,15.9,3.9,0.06,1.9,46.0,21.0
29760B,California,5,0,False,19.2,4071.0,5.5,7.1,-1.5,2.4,0.0,0.9,18.0,0.0
29760D,California,8,2,True,24.3,477.0,19.8,6.6,13.2,4.5,0.26,1.8,47.0,21.0
29760E,California,6,0,True,23.9,611.0,15.1,7.1,8.0,4.2,0.09,1.7,39.0,8.0
30706A,California,2,0,False,16.7,6828.0,4.1,8.9,-4.8,2.4,0.0,0.8,8.0,0.0
51215A,California,2,0,False,15.8,7698.0,4.6,9.7,-5.0,3.0,0.06,0.9,24.0,0.0
53815A,California,4,0,False,17.5,5947.0,2.7,7.2,-4.5,3.1,0.04,0.9,6.0,0.0
53815D,California,4,0,False,20.2,3106.0,8.0,4.0,3.9,2.8,0.04,1.4,21.0,0.0
53815K,California,5,0,False,21.2,2203.0,10.3,7.7,2.6,2.5,0.0,1.1,19.0,0.0
95460A,California,2,0,False,15.9,7599.0,6.6,11.7,-5.1,2.1,0.0,0.6,22.0,0.0
96740A,California,3,0,False,17.4,6052.0,2.5,6.1,-3.6,2.1,0.0,0.9,4.0,0.0
8862A,Türkiye,3,0,False,17.5,5947.0,7.7,10.3,-2.6,2.9,0.0,1.0,15.0,0.0
11106A,Türkiye,4,0,False,15.8,7698.0,8.1,11.5,-3.4,3.9,0.05,0.8,22.0,3.0
11543G,Türkiye,5,0,False,20.0,3301.0,11.6,6.3,5.2,3.8,0.04,1.6,25.0,10.0
15001T,Türkiye,5,0,False,16.9,6599.0,7.0,6.9,0.1,2.7,0.03,1.0,23.0,0.0
16232A,Türkiye,4,0,False,16.7,6828.0,6.3,13.4,-7.1,1.6,0.0,0.7,5.0,0.0
18416S,Türkiye,5,0,False,15.3,8218.0,3.4,10.5,-7.1,1.4,0.0,0.7,9.0,0.0
18634D,Türkiye,5,0,False,15.6,7907.0,2.2,11.4,-9.1,2.6,0.0,0.8,2.0,0.0
19190T,Türkiye,7,0,True,24.7,368.0,14.1,7.2,6.9,4.1,0.0,1.7,42.0,14.0
20230T,Türkiye,7,0,True,22.6,1250.0,16.4,9.3,7.1,3.0,0.06,1.6,46.0,30.0
21190Z,Türkiye,3,0,False,16.6,6924.0,3.9,5.4,-1.5,3.1,0.0,1.2,18.0,3.0
22911M,Türkiye,7,0,True,20.2,3106.0,12.2,7.6,4.6,3.4,0.04,1.4,36.0,7.0
26622B,Türkiye,5,0,False,16.6,6924.0,6.3,13.9,-7.6,1.9,0.0,0.6,34.0,26.0
28390T,Türkiye,4,0,False,16.9,6599.0,6.5,10.4,-3.9,2.7,0.0,1.0,14.0,3.0
33900A,Türkiye,4,0,True,15.2,8308.0,4.1,11.6,-7.4,2.7,0.0,0.7,24.0,0.0
33900B,Türkiye,3,0,False,16.5,7030.0,11.0,11.0,0.0,3.5,0.1,1.1,31.0,5.0
34001A,Türkiye,4,0,False,24.3,477.0,21.2,7.3,13.9,5.7,0.24,2.2,42.0,40.0
34001B,Türkiye,6,0,True,21.7,1822.0,13.2,7.0,6.2,3.1,0.11,1.5,54.0,37.0
34035A,Türkiye,5,0,False,18.3,5032.0,10.0,8.8,1.1,2.7,0.04,0.9,34.0,12.0
34067A,Türkiye,4,0,False,15.4,8109.0,4.0,15.6,-11.5,2.1,0.0,0.4,19.0,3.0
34100A,Türkiye,6,0,False,24.6,390.0,16.3,5.0,11.3,3.6,0.04,1.8,46.0,28.0
34100B,Türkiye,5,0,False,18.4,4926.0,8.4,7.3,1.0,2.9,0.0,1.2,43.0,13.0
34444A,Türkiye,6,0,False,18.3,5032.0,6.1,8.7,-2.6,2.3,0.0,0.9,11.0,0.0
34589A,Türkiye,3,0,False,17.7,5708.0,11.0,11.7,-0.7,3.1,0.05,0.9,32.0,14.0
34999A,Türkiye,2,0,False,14.5,8904.0,7.0,12.8,-5.8,3.4,0.0,0.5,12.0,3.0
41207B,Türkiye,4,0,False,14.6,8819.0,7.6,11.8,-4.2,2.6,0.0,0.6,3.0,3.0
46262X,Türkiye,3,0,False,15.9,7599.0,7.4,9.1,-1.7,2.8,0.0,1.0,25.0,5.0
54437A,Türkiye,4,0,False,13.6,9542.0,3.4,6.6,-3.1,2.4,0.0,0.6,10.0,0.0
57570A,Türkiye,4,0,False,15.3,8218.0,4.5,7.3,-2.9,2.9,0.0,0.7,10.0,0.0
59001A,Türkiye,6,0,True,22.2,1468.0,12.5,9.8,2.7,4.1,0.29,1.8,45.0,34.0
63840R,Türkiye,4,0,False,19.2,4071.0,14.0,6.5,7.5,1.9,0.0,1.3,44.0,3.0
63840T,Türkiye,4,0,False,20.0,3301.0,11.0,6.7,4.4,3.0,0.0,1.2,32.0,18.0
71080V,Türkiye,4,0,False,14.8,8669.0,5.5,9.0,-3.6,1.9,0.0,0.7,10.0,0.0
74598F,Türkiye,3,0,False,15.2,8308.0,2.1,11.5,-9.4,1.7,0.0,0.6,5.0,0.0
86840B,Türkiye,4,0,False,21.6,1885.0,9.1,8.3,0.8,2.9,0.0,0.9,23.0,3.0
86840C,Türkiye,4,0,False,16.9,6599.0,4.2,14.5,-10.3,1.3,0.0,0.9,18.0,0.0
86840M,Türkiye,5,0,False,21.0,2371.0,8.1,9.1,-0.9,2.2,0.0,0.9,27.0,3.0
90622B,Türkiye,5,0,False,19.3,3976.0,9.2,8.2,1.0,1.6,0.05,0.9,29.0,14.0
92320T,Türkiye,5,0,False,18.0,5344.0,13.9,9.3,4.6,3.8,0.0,1.1,42.0,32.0
92320X,Türkiye,5,0,False,21.8,1761.0,11.2,8.0,3.2,3.2,0.0,1.3,44.0,23.0
343X,District of Columbia,9,3,True,22.9,1042.0,15.3,8.6,6.7,3.5,0.1,1.5,32.0,0.0
2961F,District of Columbia,3,0,False,15.9,7599.0,5.4,5.6,-0.2,2.2,0.0,1.1,5.0,0.0
11555A,District of Columbia,3,0,False,17.3,6161.0,3.0,9.5,-6.5,1.7,0.0,0.7,25.0,0.0
11555B,District of Columbia,5,0,True,17.4,6052.0,3.1,13.6,-10.4,2.2,0.07,0.6,20.0,0.0
17760X,District of Columbia,6,0,True,20.2,3106.0,9.8,8.4,1.3,3.2,0.04,1.4,21.0,0.0
19800A,District of Columbia,4,0,False,18.4,4926.0,10.6,5.0,5.6,3.3,0.0,1.2,26.0,16.0
4862E,Ontario,2,0,False,16.2,7317.0,12.0,15.1,-3.0,2.8,0.0,1.0,27.0,0.0
9651A,Ontario,4,0,False,19.6,3703.0,12.1,11.0,1.1,2.8,0.2,1.2,39.0,15.0
16868Z,Ontario,9,3,False,23.2,895.0,17.1,9.9,7.1,3.7,0.1,1.6,53.0,43.0
40404Y,Ontario,2,0,False,17.3,6161.0,8.0,10.5,-2.5,3.2,0.06,1.1,26.0,5.0
814K,Pennsylvania,7,0,False,21.4,2059.0,5.8,4.3,1.4,3.1,0.02,1.2,20.0,10.0
814N,Pennsylvania,7,0,False,20.6,2734.0,7.4,6.6,0.8,3.1,0.0,1.0,26.0,0.0
