number,region,comps_attended,sigs_attended,worlds_qual,trueskill,trueskill_ranking,opr,dpr,ccwm,ap_per_match,awp_per_match,wp_per_match,drive_score,auto_score
2323D,Utah,6,1,False,19.3,3976.0,9.4,15.1,-5.7,2.7,0.11,1.0,36.0,13.0
2323H,Utah,7,1,False,19.3,3976.0,10.9,17.2,-6.3,2.6,0.22,0.9,32.0,20.0
2323V,Utah,8,1,False,20.8,2544.0,11.1,11.4,-0.4,2.8,0.18,1.3,46.0,12.0
2323X,Utah,8,1,False,21.1,2288.0,13.6,12.4,1.2,2.3,0.19,1.2,43.0,29.0
8385A,Utah,8,1,False,22.1,1546.0,13.9,10.0,3.9,3.9,0.21,1.4,41.0,12.0
8385M,Utah,8,1,False,20.6,2734.0,8.6,12.0,-3.3,2.7,0.12,1.0,35.0,19.0
15486N,Utah,7,1,True,23.2,895.0,18.2,11.2,7.0,3.1,0.26,1.5,54.0,38.0
55117J,Utah,11,1,True,21.8,1761.0,13.4,13.5,-0.1,3.0,0.26,1.3,41.0,13.0
84075X,Utah,10,0,False,21.3,2133.0,13.0,10.1,3.0,3.8,0.33,1.3,43.0,24.0
84075Y,Utah,7,0,False,21.1,2288.0,12.4,13.6,-1.1,3.3,0.3,1.4,35.0,14.0
84075Z,Utah,7,0,False,20.2,3106.0,12.3,16.7,-4.5,2.1,0.13,0.8,43.0,8.0
98548C,Utah,15,4,True,24.5,413.0,18.7,8.7,10.0,3.3,0.29,1.7,60.0,48.0
98548D,Utah,15,2,True,23.6,730.0,18.5,13.0,5.5,3.4,0.28,1.7,59.0,43.0
98548H,Utah,13,2,True,24.5,413.0,19.8,10.6,9.3,4.1,0.54,2.0,58.0,49.0
98548K,Utah,14,2,False,23.9,611.0,16.1,10.5,5.6,3.4,0.23,1.6,58.0,27.0
98548M,Utah,12,1,False,22.7,1176.0,12.8,12.8,0.0,3.5,0.27,1.4,48.0,27.0
51191A,Kansas,5,0,False,17.8,5588.0,0.8,5.4,-4.6,2.6,0.0,0.8,20.0,5.0
106A,Texas,7,1,True,22.1,1546.0,15.2,6.9,8.3,3.5,0.07,1.4,51.0,28.0
106X,Texas,5,0,False,22.7,1176.0,16.2,10.4,5.7,3.2,0.18,1.3,36.0,26.0
597B,Texas,9,0,False,20.9,2458.0,6.4,10.5,-4.2,2.3,0.02,1.0,40.0,8.0
597C,Texas,8,0,False,22.4,1363.0,11.7,7.0,4.7,2.5,0.02,1.1,39.0,5.0
597D,Texas,8,0,False,21.8,1761.0,9.9,8.6,1.3,2.9,0.04,1.1,44.0,12.0
1585B,Texas,8,0,True,26.5,67.0,22.2,7.7,14.6,3.7,0.24,2.0,55.0,30.0
1585Z,Texas,11,0,False,23.0,986.0,14.5,9.7,4.8,3.2,0.01,1.4,36.0,24.0
3350A,Texas,11,1,False,23.4,811.0,10.7,7.9,2.8,3.2,0.02,1.2,38.0,4.0
3350B,Texas,12,1,True,23.1,942.0,9.7,8.0,1.7,2.3,0.02,1.2,35.0,14.0
3350C,Texas,12,1,True,22.5,1313.0,16.1,7.6,8.5,2.7,0.08,1.4,35.0,15.0
3691C,Texas,3,0,False,20.4,2925.0,15.1,11.3,3.8,1.3,0.14,1.4,31.0,1.0
4148S,Texas,13,1,True,22.9,1042.0,10.8,6.3,4.5,3.2,0.1,1.5,40.0,7.0
4148Z,Texas,10,1,True,26.5,67.0,20.2,8.7,11.6,4.5,0.27,1.9,47.0,38.0
8514B,Texas,5,0,False,19.5,3781.0,6.5,12.2,-5.7,2.0,0.0,1.0,14.0,0.0
9189X,Texas,9,2,True,26.6,54.0,22.3,8.6,13.7,4.1,0.27,2.1,61.0,45.0
9950X,Texas,6,0,False,20.7,2629.0,8.6,11.4,-2.8,2.7,0.0,1.0,34.0,9.0
12169A,Texas,3,0,False,17.5,5947.0,11.2,13.2,-2.0,2.3,0.0,0.8,39.0,21.0
13974A,Texas,8,0,False,24.8,334.0,13.9,6.1,7.8,3.9,0.12,1.6,41.0,15.0
16645D,Texas,8,0,False,23.8,654.0,16.2,9.6,6.6,3.2,0.06,1.2,43.0,10.0
16756A,Texas,9,0,True,26.1,106.0,17.9,5.7,12.2,4.2,0.19,1.9,56.0,37.0
16756B,Texas,9,0,True,22.6,1250.0,11.4,8.4,3.0,3.8,0.13,1.4,33.0,11.0
20480J,Texas,5,0,False,15.8,7698.0,4.8,8.0,-3.2,2.2,0.05,0.9,28.0,10.0
20480S,Texas,11,0,True,23.8,654.0,15.0,9.1,5.9,3.9,0.19,1.4,46.0,34.0
20480Y,Texas,9,0,True,26.6,54.0,20.6,7.6,13.0,4.0,0.26,2.0,56.0,46.0
32410C,Texas,8,0,False,23.3,854.0,15.4,8.3,7.2,3.9,0.1,1.5,47.0,12.0
32410E,Texas,8,0,False,23.5,767.0,13.3,8.0,5.3,2.7,0.06,1.2,39.0,13.0
36963A,Texas,4,0,False,15.2,8308.0,6.9,11.5,-4.6,2.4,0.0,0.9,37.0,13.0
43272A,Texas,6,0,True,17.4,6052.0,3.0,10.3,-7.3,1.9,0.0,0.6,24.0,3.0
43272Z,Texas,7,0,True,20.7,2629.0,13.4,9.8,3.6,2.7,0.04,1.1,50.0,3.0
70291B,Texas,8,0,False,25.1,262.0,16.2,6.3,9.9,4.0,0.08,1.7,38.0,0.0
75150B,Texas,6,0,False,17.2,6264.0,3.3,16.3,-13.0,1.0,0.0,0.5,24.0,0.0
75160X,Texas,7,0,False,20.7,2629.0,9.8,9.8,-0.1,3.1,0.0,1.1,34.0,6.0
75503A,Texas,9,0,True,22.8,1104.0,11.0,10.1,0.9,2.3,0.02,0.9,38.0,25.0
75503H,Texas,9,0,True,24.7,368.0,15.3,9.0,6.3,3.5,0.05,1.4,45.0,27.0
75503R,Texas,7,0,True,23.3,854.0,10.3,5.4,4.9,2.5,0.05,1.3,36.0,18.0
75503Y,Texas,8,0,False,21.0,2371.0,8.8,9.7,-0.9,2.5,0.07,1.0,33.0,13.0
77711P,Texas,6,0,False,20.8,2544.0,13.1,9.9,3.2,2.7,0.1,1.4,34.0,12.0
77711X,Texas,7,0,True,21.0,2371.0,11.8,10.6,1.1,2.5,0.11,1.3,45.0,43.0
87490A,Texas,7,0,True,26.0,118.0,19.7,6.5,13.1,4.1,0.02,1.8,46.0,23.0
87490F,Texas,4,0,False,21.9,1688.0,7.9,7.6,0.3,2.7,0.0,1.1,30.0,0.0
87490X,Texas,4,0,False,20.4,2925.0,8.4,6.5,1.9,2.7,0.03,1.2,40.0,6.0
87490Z,Texas,7,0,True,25.3,220.0,14.7,5.1,9.6,3.6,0.0,1.6,49.0,0.0
91022B,Texas,7,0,False,17.6,5826.0,7.5,9.3,-1.7,2.9,0.0,0.9,20.0,5.0
91022J,Texas,10,0,True,22.2,1468.0,10.5,11.2,-0.7,2.7,0.04,1.0,41.0,0.0
93530A,Texas,5,0,False,19.3,3976.0,5.8,10.0,-4.3,2.2,0.0,1.0,1.0,0.0
201A,Arizona,3,0,False,20.0,3301.0,11.2,10.4,0.8,2.9,0.04,1.2,23.0,3.0
201E,Arizona,3,0,False,20.1,3207.0,9.8,8.7,1.1,3.2,0.16,1.3,31.0,0.0
538S,Arizona,6,1,True,25.2,240.0,18.8,11.0,7.8,3.5,0.23,1.6,48.0,21.0
781X,Arizona,6,1,True,24.1,542.0,16.6,11.1,5.5,3.6,0.17,1.6,49.0,38.0
937X,Arizona,6,1,True,26.3,89.0,20.8,10.9,9.9,4.8,0.41,2.1,52.0,52.0
1511X,Arizona,6,0,False,23.5,767.0,15.6,9.0,6.6,3.3,0.32,1.5,45.0,18.0
1696X,Arizona,7,0,False,24.2,511.0,15.7,5.1,10.7,3.8,0.08,1.5,43.0,34.0
1696Z,Arizona,8,1,False,23.5,767.0,14.7,7.3,7.4,3.3,0.16,1.3,37.0,19.0
2035X,Arizona,7,0,False,22.8,1104.0,14.7,6.7,8.0,3.6,0.06,1.4,46.0,25.0
2420A,Arizona,7,2,False,21.6,1885.0,10.5,13.1,-2.6,2.0,0.06,0.7,44.0,3.0
2627E,Arizona,12,3,True,26.5,67.0,16.2,10.5,5.6,3.5,0.24,1.6,53.0,47.0
2627X,Arizona,11,2,False,22.9,1042.0,12.2,8.6,3.7,3.3,0.07,1.3,32.0,17.0
2830X,Arizona,6,0,False,22.1,1546.0,7.9,5.9,1.9,3.1,0.05,1.4,41.0,9.0
3344H,Arizona,4,0,False,20.4,2925.0,15.2,12.4,2.8,3.5,0.09,1.5,35.0,22.0
3455V,Arizona,3,0,False,19.7,3601.0,12.2,12.2,0.0,3.0,0.04,1.3,32.0,15.0
5405M,Arizona,5,0,False,18.9,4403.0,5.0,10.9,-5.9,2.5,0.03,0.7,30.0,3.0
6030B,Arizona,5,0,False,19.9,3397.0,11.1,8.1,3.0,2.5,0.1,0.9,43.0,3.0
6030J,Arizona,3,0,False,16.4,7127.0,7.9,11.6,-3.8,2.6,0.09,0.9,23.0,9.0
6030K,Arizona,9,0,True,24.9,312.0,15.3,7.0,8.3,3.9,0.24,2.0,52.0,27.0
6030M,Arizona,5,0,False,19.2,4071.0,9.8,13.1,-3.3,2.5,0.07,1.1,33.0,20.0
6323C,Arizona,5,0,False,20.6,2734.0,13.3,8.6,4.8,3.8,0.09,1.3,41.0,10.0
6323X,Arizona,7,1,True,22.9,1042.0,14.5,7.0,7.5,4.0,0.09,1.5,48.0,25.0
6323Z,Arizona,5,0,False,21.3,2133.0,14.0,9.9,4.0,4.1,0.17,1.4,38.0,22.0
7996D,Arizona,6,0,True,23.0,986.0,18.3,8.9,9.4,3.1,0.16,1.7,50.0,41.0
7996F,Arizona,5,0,False,19.4,3876.0,5.3,14.3,-9.0,2.2,0.03,0.9,30.0,9.0
8598A,Arizona,3,0,False,17.0,6492.0,6.1,10.4,-4.4,3.0,0.0,0.7,27.0,14.0
8800T,Arizona,6,0,True,25.4,205.0,20.4,10.0,10.3,3.8,0.33,1.8,57.0,51.0
9636B,Arizona,6,0,False,23.5,767.0,9.8,10.4,-0.6,2.3,0.0,1.0,34.0,21.0
25155D,Arizona,7,0,False,20.6,2734.0,5.8,10.0,-4.2,2.5,0.02,0.7,29.0,3.0
25155R,Arizona,8,0,False,22.8,1104.0,2.0,6.5,-4.4,2.1,0.04,0.7,28.0,10.0
25155Z,Arizona,8,0,False,25.0,287.0,11.0,7.7,3.4,3.5,0.17,1.4,41.0,15.0
33472G,Arizona,5,0,False,19.9,3397.0,6.6,11.3,-4.7,2.0,0.0,0.9,29.0,5.0
34716C,Arizona,5,0,False,20.4,2925.0,5.4,9.7,-4.3,2.7,0.07,1.0,38.0,0.0
37792C,Arizona,3,0,False,17.6,5826.0,8.4,12.0,-3.6,2.6,0.09,0.9,31.0,20.0
43141C,Arizona,3,0,False,19.6,3703.0,16.0,8.2,7.9,3.9,0.06,1.3,37.0,11.0
43141Z,Arizona,5,0,True,22.0,1618.0,14.0,5.4,8.6,2.9,0.1,1.6,44.0,17.0
47510W,Arizona,7,0,True,21.0,2371.0,9.7,7.7,2.0,3.5,0.02,1.0,32.0,10.0
52311H,Arizona,6,0,False,23.3,854.0,16.9,5.0,11.9,3.9,0.07,1.5,43.0,33.0
52430B,Arizona,5,0,False,18.7,4605.0,9.7,13.5,-3.9,2.4,0.08,0.8,26.0,6.0
52430C,Arizona,5,0,False,19.7,3601.0,11.0,12.9,-1.9,2.1,0.03,1.0,37.0,16.0
52430D,Arizona,5,0,False,20.3,3012.0,9.8,9.6,0.3,2.1,0.17,1.1,37.0,6.0
66556Z,Arizona,11,1,True,27.2,19.0,19.1,6.5,12.6,4.2,0.26,2.0,56.0,44.0
80080X,Arizona,7,0,True,23.3,854.0,12.6,12.4,0.3,2.8,0.05,1.2,57.0,39.0
85142Z,Arizona,9,2,True,24.2,511.0,15.5,11.1,4.3,3.0,0.15,1.3,42.0,27.0
85711A,Arizona,4,0,False,19.6,3703.0,9.4,9.2,0.2,1.7,0.0,0.9,37.0,20.0
85711C,Arizona,4,0,False,18.0,5344.0,5.4,9.1,-3.7,3.0,0.0,1.0,25.0,8.0
94800X,Arizona,3,0,False,21.6,1885.0,11.8,11.5,0.3,2.5,0.09,1.2,42.0,10.0
94949J,Arizona,4,0,False,22.2,1468.0,13.4,10.9,2.5,3.4,0.03,1.3,49.0,25.0
99067A,Arizona,9,1,False,24.7,368.0,15.5,6.4,9.1,3.7,0.16,1.6,41.0,38.0
99067B,Arizona,9,1,False,24.5,413.0,13.1,8.2,4.9,2.8,0.09,1.2,39.0,0.0
24Z,Maryland,3,0,False,15.5,8011.0,14.9,16.1,-1.2,1.3,0.0,0.6,44.0,23.0
53A,Maryland,8,1,True,22.2,1468.0,8.3,8.5,-0.2,2.5,0.08,1.2,43.0,34.0
53B,Maryland,8,1,False,19.2,4071.0,9.6,10.6,-0.9,2.9,0.09,0.9,36.0,5.0
53C,Maryland,8,1,False,23.7,695.0,15.1,11.9,3.2,3.6,0.13,1.5,40.0,13.0
53D,Maryland,8,1,False,21.6,1885.0,8.7,7.5,1.2,2.2,0.13,1.2,38.0,17.0
53E,Maryland,7,1,False,22.1,1546.0,10.3,10.3,-0.1,2.5,0.1,1.4,39.0,15.0
53F,Maryland,11,1,False,23.2,895.0,15.4,7.6,7.8,3.2,0.06,1.5,36.0,13.0
593C,Maryland,3,0,False,16.8,6719.0,12.9,7.2,5.8,3.6,0.05,1.2,34.0,8.0
676D,Maryland,5,0,False,23.3,854.0,16.4,7.2,9.2,3.4,0.13,1.8,43.0,14.0
676V,Maryland,5,0,False,20.0,3301.0,11.6,10.4,1.2,2.9,0.04,1.2,34.0,14.0
898A,Maryland,2,0,False,16.0,7504.0,12.9,13.3,-0.4,3.2,0.08,1.2,35.0,6.0
929N,Maryland,8,2,True,23.1,942.0,12.7,12.6,0.2,3.4,0.14,1.4,42.0,20.0
929S,Maryland,8,1,True,22.7,1176.0,14.4,9.9,4.6,3.9,0.21,1.5,45.0,42.0
929T,Maryland,8,1,False,21.2,2203.0,9.6,9.7,-0.1,2.7,0.06,1.2,36.0,18.0
929V,Maryland,9,0,False,22.3,1420.0,13.9,8.5,5.3,3.6,0.2,1.4,34.0,13.0
929X,Maryland,4,0,False,17.0,6492.0,6.0,13.9,-7.9,3.1,0.2,1.0,33.0,13.0
934A,Maryland,4,0,False,20.3,3012.0,11.3,7.9,3.4,2.5,0.0,1.3,42.0,8.0
934Z,Maryland,9,0,True,21.8,1761.0,11.9,8.1,3.9,3.5,0.08,1.3,36.0,18.0
960Y,Maryland,5,0,False,16.9,6599.0,9.6,11.4,-1.7,3.4,0.08,1.1,33.0,17.0
960Z,Maryland,5,0,False,17.4,6052.0,5.4,9.5,-4.1,2.3,0.04,1.1,23.0,12.0
1658T,Maryland,12,2,True,23.7,695.0,11.6,11.7,-0.1,3.5,0.11,1.2,50.0,41.0
1727A,Maryland,6,0,False,20.9,2458.0,8.8,10.0,-1.1,3.5,0.03,1.1,25.0,3.0
1727K,Maryland,8,0,True,25.4,205.0,18.6,2.5,16.1,4.7,0.16,1.8,56.0,35.0
1727R,Maryland,8,0,True,23.5,767.0,18.3,7.9,10.4,3.4,0.14,1.4,46.0,27.0
1727V,Maryland,4,0,False,18.2,5141.0,5.5,8.8,-3.4,2.5,0.0,0.9,33.0,15.0
1727X,Maryland,5,0,False,18.2,5141.0,10.5,11.3,-0.8,1.4,0.16,1.0,27.0,13.0
1727Y,Maryland,4,0,False,16.8,6719.0,8.6,6.7,1.9,2.8,0.04,1.1,35.0,17.0
1893A,Maryland,5,0,False,20.6,2734.0,10.1,11.4,-1.4,2.7,0.13,1.1,28.0,25.0
5525A,Maryland,4,0,False,16.6,6924.0,7.1,13.5,-6.4,1.9,0.0,0.6,29.0,9.0
5588B,Maryland,6,0,False,22.4,1363.0,11.9,7.0,4.9,3.8,0.08,1.5,43.0,3.0
5588E,Maryland,4,0,False,20.0,3301.0,10.6,8.8,1.8,3.1,0.08,1.4,44.0,26.0
5588H,Maryland,7,0,False,20.7,2629.0,5.8,10.9,-5.0,2.2,0.02,0.9,38.0,0.0
5839B,Maryland,3,0,False,18.7,4605.0,13.2,10.4,2.8,3.6,0.11,1.4,38.0,6.0
5977A,Maryland,2,0,False,15.9,7599.0,12.2,7.5,4.7,4.0,0.0,1.4,28.0,0.0
7135E,Maryland,5,0,False,16.5,7030.0,4.2,13.7,-9.5,1.6,0.04,0.6,27.0,3.0
7135F,Maryland,4,0,False,19.7,3601.0,9.7,8.4,1.3,2.6,0.12,1.1,33.0,3.0
7135R,Maryland,5,0,False,19.6,3703.0,8.5,7.3,1.2,2.5,0.1,1.0,30.0,15.0
7135Z,Maryland,4,0,False,17.5,5947.0,3.7,12.1,-8.5,2.4,0.04,0.9,30.0,0.0
9080C,Maryland,8,0,True,23.8,654.0,16.5,7.8,8.8,3.2,0.05,1.5,52.0,25.0
9080R,Maryland,7,0,False,20.6,2734.0,8.6,11.4,-2.8,2.7,0.05,1.0,25.0,0.0
9080S,Maryland,9,0,True,24.4,446.0,16.7,4.3,12.4,4.0,0.08,1.6,45.0,39.0
12699A,Maryland,5,0,False,19.4,3876.0,6.2,8.1,-1.9,2.8,0.03,1.0,33.0,8.0
20096G,Maryland,11,2,True,25.1,262.0,20.4,12.6,7.8,3.7,0.21,1.7,59.0,46.0
21078A,Maryland,3,0,False,16.7,6828.0,8.7,7.6,1.1,2.7,0.16,1.0,32.0,8.0
21078B,Maryland,3,0,False,17.6,5826.0,8.5,8.8,-0.3,3.6,0.05,1.2,25.0,13.0
21217A,Maryland,2,0,False,17.6,5826.0,3.2,6.3,-3.1,2.7,0.0,0.8,23.0,0.0
23382H,Maryland,10,2,True,24.0,566.0,14.3,9.1,5.2,3.1,0.14,1.7,54.0,47.0
26648B,Maryland,6,0,False,18.4,4926.0,7.6,9.1,-1.5,2.6,0.03,0.9,21.0,10.0
26648X,Maryland,5,0,False,21.3,2133.0,10.5,6.8,3.7,3.1,0.0,1.1,32.0,9.0
66852A,Maryland,5,0,False,18.8,4503.0,6.8,9.7,-2.9,3.1,0.08,1.0,27.0,8.0
68186A,Maryland,8,1,False,21.9,1688.0,12.4,12.4,0.0,3.5,0.12,1.2,47.0,11.0
76763A,Maryland,5,0,False,22.3,1420.0,14.6,6.8,7.9,3.7,0.2,1.6,42.0,22.0
76763B,Maryland,5,0,False,17.7,5708.0,6.9,11.7,-4.8,2.6,0.0,0.7,40.0,8.0
79666A,Maryland,3,0,False,21.2,2203.0,13.6,4.2,9.4,3.0,0.0,1.3,31.0,12.0
93330A,Maryland,7,0,False,19.1,4178.0,5.5,6.3,-0.7,2.4,0.0,0.9,35.0,9.0
96807A,Maryland,4,0,False,20.4,2925.0,8.5,3.2,5.3,4.9,0.08,1.5,24.0,13.0
28466Z,Colorado,7,1,True,22.2,1468.0,8.7,6.9,1.9,3.4,0.0,1.3,23.0,11.0
52800U,Colorado,6,0,False,21.5,1966.0,12.3,6.7,5.6,4.0,0.0,1.3,29.0,8.0
373A,New Mexico,6,0,False,22.6,1250.0,10.3,3.2,7.1,3.1,0.03,1.6,31.0,8.0
6383C,New Mexico,10,0,False,17.1,6385.0,2.0,7.0,-5.0,2.3,0.02,0.6,9.0,3.0
6383D,New Mexico,10,0,False,18.0,5344.0,2.9,5.7,-2.8,2.4,0.0,0.9,6.0,0.0
6467A,New Mexico,9,0,False,21.8,1761.0,6.4,4.2,2.3,3.1,0.02,1.1,11.0,0.0
6645A,New Mexico,8,0,True,23.1,942.0,15.1,6.8,8.2,3.7,0.1,1.6,42.0,25.0
8776A,New Mexico,4,0,False,15.6,7907.0,0.5,11.4,-10.9,1.7,0.0,0.3,12.0,0.0
20017A,New Mexico,7,0,True,22.0,1618.0,11.5,5.8,5.7,4.2,0.07,1.5,35.0,0.0
20017B,New Mexico,6,0,True,21.6,1885.0,13.7,6.5,7.2,3.8,0.0,1.4,39.0,6.0
37004B,New Mexico,5,0,False,18.8,4503.0,3.2,6.3,-3.1,2.5,0.0,0.8,8.0,0.0
39169A,New Mexico,3,0,False,17.6,5826.0,4.6,11.1,-6.5,2.4,0.05,0.6,16.0,0.0
39169B,New Mexico,3,0,False,18.0,5344.0,4.4,9.3,-4.9,3.3,0.1,0.9,10.0,3.0
48778C,New Mexico,3,0,False,17.0,6492.0,5.0,5.1,-0.1,2.5,0.0,1.1,17.0,3.0
48778D,New Mexico,3,0,False,18.8,4503.0,6.1,5.8,0.4,3.3,0.0,1.1,13.0,0.0
55885S,New Mexico,4,0,False,20.2,3106.0,7.5,6.2,1.3,3.4,0.0,1.0,24.0,5.0
55885X,New Mexico,4,0,False,20.5,2838.0,7.7,6.7,1.0,2.9,0.0,1.1,22.0,3.0
55885Y,New Mexico,4,0,False,18.2,5141.0,4.1,7.2,-3.0,2.8,0.03,0.8,18.0,8.0
56349A,New Mexico,2,0,False,15.5,8011.0,1.8,11.4,-9.6,2.8,0.0,0.9,5.0,0.0
56847C,New Mexico,4,0,False,16.0,7504.0,4.7,5.1,-0.4,3.3,0.0,1.0,8.0,0.0
64846A,New Mexico,4,0,False,15.1,8403.0,3.5,8.9,-5.3,2.4,0.0,0.6,20.0,0.0
64846B,New Mexico,5,0,True,23.6,730.0,17.5,6.6,11.0,3.9,0.12,1.8,25.0,26.0
65059A,New Mexico,5,0,False,14.4,8971.0,0.8,11.6,-10.8,1.8,0.0,0.5,5.0,0.0
69580A,New Mexico,8,0,True,23.4,811.0,14.7,7.7,7.1,3.1,0.15,1.7,42.0,21.0
69580X,New Mexico,4,0,False,20.5,2838.0,8.5,5.6,2.9,3.9,0.1,1.2,25.0,3.0
69580Z,New Mexico,2,0,False,15.8,7698.0,2.6,10.1,-7.5,1.9,0.0,0.6,15.0,0.0
70540A,New Mexico,3,0,False,16.3,7222.0,6.0,6.7,-0.7,4.3,0.0,1.1,18.0,3.0
82228A,New Mexico,6,0,False,20.5,2838.0,8.1,3.8,4.3,2.9,0.0,1.4,21.0,0.0
82228B,New Mexico,5,0,False,18.6,4715.0,6.0,6.4,-0.4,2.7,0.0,1.0,11.0,0.0
82228C,New Mexico,3,0,False,18.2,5141.0,6.2,6.5,-0.3,3.2,0.0,1.0,19.0,0.0
81A,Pennsylvania,6,1,False,22.0,1618.0,14.2,12.2,2.1,3.3,0.07,1.4,43.0,24.0
81U,Pennsylvania,6,0,False,20.3,3012.0,13.9,9.7,4.2,3.1,0.17,1.4,44.0,16.0
81X,Pennsylvania,11,3,True,24.2,511.0,16.6,10.6,6.0,3.0,0.14,1.6,52.0,36.0
81Y,Pennsylvania,9,2,False,22.2,1468.0,16.3,11.8,4.5,3.0,0.29,1.5,45.0,36.0
91U,Pennsylvania,8,1,True,22.7,1176.0,14.8,9.8,5.0,3.2,0.26,1.6,50.0,41.0
101A,Pennsylvania,4,0,False,17.0,6492.0,10.3,13.8,-3.6,2.2,0.07,0.9,32.0,11.0
101B,Pennsylvania,4,0,False,14.7,8742.0,7.3,15.2,-7.9,2.4,0.04,0.7,28.0,12.0
169A,Pennsylvania,11,2,True,21.9,1688.0,14.3,12.7,1.5,3.9,0.34,1.3,48.0,42.0
169B,Pennsylvania,9,2,False,20.3,3012.0,10.3,10.6,-0.3,3.1,0.08,1.4,44.0,12.0
169E,Pennsylvania,10,3,False,16.7,6828.0,7.0,14.3,-7.3,2.7,0.08,0.7,41.0,14.0
169Y,Pennsylvania,13,4,False,20.0,3301.0,8.1,13.9,-5.9,2.4,0.12,1.1,33.0,12.0
169Z,Pennsylvania,8,1,False,19.0,4293.0,6.3,7.9,-1.6,3.5,0.06,1.1,33.0,12.0
197A,Pennsylvania,7,0,False,19.5,3781.0,10.9,10.4,0.5,2.3,0.08,1.1,45.0,27.0
197B,Pennsylvania,12,4,True,25.4,205.0,15.1,10.1,4.9,3.7,0.14,1.6,47.0,22.0
197C,Pennsylvania,8,1,False,21.2,2203.0,10.0,8.7,1.3,3.2,0.16,1.2,41.0,31.0
197E,Pennsylvania,11,2,True,23.5,767.0,15.0,9.4,5.6,3.8,0.39,1.6,53.0,50.0
242R,Pennsylvania,8,1,False,21.0,2371.0,9.3,12.0,-2.7,2.3,0.12,1.1,35.0,18.0
242S,Pennsylvania,12,3,True,22.9,1042.0,15.4,10.7,4.7,3.2,0.16,1.3,52.0,45.0
242V,Pennsylvania,9,2,False,22.6,1250.0,14.5,12.3,2.3,3.4,0.17,1.3,45.0,24.0
242W,Pennsylvania,11,3,False,22.2,1468.0,13.7,11.8,1.9,3.8,0.12,1.3,50.0,39.0
242X,Pennsylvania,12,4,True,25.1,262.0,18.3,9.5,8.8,3.2,0.18,1.7,54.0,49.0
255D,Pennsylvania,12,1,False,22.3,1420.0,12.7,10.6,2.1,3.2,0.13,1.3,49.0,26.0
255K,Pennsylvania,12,1,False,22.7,1176.0,14.2,9.8,4.5,3.3,0.15,1.4,51.0,30.0
255M,Pennsylvania,13,1,True,25.2,240.0,20.9,9.1,11.8,3.7,0.19,1.7,56.0,45.0
293Y,Pennsylvania,13,2,True,21.1,2288.0,12.9,10.1,2.8,2.8,0.14,1.2,43.0,35.0
293Z,Pennsylvania,12,1,False,23.6,730.0,15.4,11.2,4.1,3.1,0.16,1.6,51.0,41.0
717A,Pennsylvania,9,2,True,22.1,1546.0,12.7,15.4,-2.7,3.5,0.35,1.5,36.0,15.0
729S,Pennsylvania,7,1,True,24.2,511.0,21.1,10.0,11.2,4.5,0.55,2.2,56.0,57.0
842T,Pennsylvania,14,1,True,24.0,566.0,14.7,9.7,5.0,3.9,0.29,1.5,51.0,42.0
1267B,Pennsylvania,6,0,False,17.8,5588.0,4.0,17.9,-13.9,2.2,0.07,0.7,24.0,8.0
1267E,Pennsylvania,6,0,False,19.1,4178.0,9.0,10.6,-1.6,2.3,0.1,1.2,31.0,13.0
1267V,Pennsylvania,9,1,True,22.9,1042.0,14.9,11.3,3.6,3.6,0.18,1.4,55.0,29.0
1723A,Pennsylvania,8,1,False,21.3,2133.0,16.6,11.3,5.3,3.3,0.15,1.5,50.0,20.0
1723B,Pennsylvania,8,1,False,19.1,4178.0,10.5,10.9,-0.3,3.0,0.12,1.1,34.0,0.0
1723D,Pennsylvania,7,1,False,19.1,4178.0,13.9,13.4,0.5,3.3,0.24,1.3,45.0,28.0
3327A,Pennsylvania,5,0,False,19.0,4293.0,11.6,10.5,1.2,2.6,0.03,1.0,39.0,7.0
3327B,Pennsylvania,5,0,False,16.9,6599.0,9.4,7.9,1.6,3.5,0.06,0.9,27.0,8.0
3327C,Pennsylvania,5,0,False,17.4,6052.0,5.7,12.3,-6.6,2.0,0.09,0.6,25.0,4.0
3327E,Pennsylvania,5,0,False,18.5,4820.0,5.5,8.3,-2.8,3.3,0.09,1.1,34.0,17.0
3327H,Pennsylvania,5,0,False,17.0,6492.0,7.3,14.9,-7.6,2.5,0.09,0.8,40.0,11.0
3701A,Pennsylvania,7,0,False,20.2,3106.0,18.2,10.9,7.3,4.5,0.19,1.5,31.0,0.0
6121A,Pennsylvania,12,2,True,23.4,811.0,13.9,9.8,4.1,3.6,0.21,1.3,47.0,35.0
6121B,Pennsylvania,10,2,False,21.5,1966.0,12.0,10.7,1.3,3.2,0.08,1.2,48.0,46.0
6121C,Pennsylvania,14,2,True,23.1,942.0,14.8,9.8,5.0,3.0,0.23,1.4,55.0,49.0
6121D,Pennsylvania,12,1,False,19.9,3397.0,8.7,12.8,-4.1,2.3,0.12,0.9,41.0,26.0
6121E,Pennsylvania,13,1,False,22.6,1250.0,14.8,11.2,3.7,3.2,0.15,1.3,48.0,41.0
6121F,Pennsylvania,6,1,False,19.4,3876.0,12.7,12.7,0.0,2.8,0.16,1.4,47.0,7.0
7518C,Pennsylvania,6,0,False,17.8,5588.0,12.2,13.1,-0.9,2.6,0.24,1.2,26.0,3.0
